RPM,400,380,360,340,320,300,280,260,240,220,200,180,160,140,120,100,80,60,40,20,0,-20,-40,-60,-80,-100,-120,-140,-160,-180,-200,-220,-240,-260,-280,-300,-320,-340,-360,-380,-400
1,434.0,437.0,461.0,539.0,569.0,600.0,672.0,716.0,752.0,895.0,995.0,1118.0,1274.0,1597.0,2205.0,2940.0,4309.0,12366.0,0.0,0.0,0.0,0.0,0.0,9690.0,4008.0,3232.0,1931.0,1493.0,1231.0,1186.0,950.0,786.0,728.0,667.0,595.0,588.0,513.0,473.0,475.0,441.0,442.0
2,432.0,445.0,490.0,532.0,561.0,599.0,662.0,685.0,802.0,885.0,1014.0,1104.0,1315.0,1633.0,2184.0,2981.0,4742.0,14504.0,0.0,0.0,0.0,0.0,0.0,11592.0,4094.0,3310.0,1931.0,1525.0,1255.0,1226.0,952.0,802.0,744.0,691.0,598.0,603.0,523.0,492.0,470.0,435.0,450.0
3,425.0,444.0,496.0,512.0,540.0,588.0,639.0,730.0,811.0,851.0,1010.0,1123.0,1255.0,1593.0,2170.0,2926.0,4757.0,12180.0,0.0,0.0,0.0,0.0,0.0,9469.0,4118.0,3245.0,1975.0,1515.0,1257.0,1244.0,976.0,794.0,734.0,698.0,611.0,605.0,515.0,477.0,443.0,438.0,443.0
4,420.0,436.0,489.0,521.0,551.0,582.0,652.0,739.0,799.0,869.0,992.0,1100.0,1336.0,1642.0,2216.0,2858.0,4678.0,15158.0,0.0,0.0,0.0,0.0,0.0,10460.0,4038.0,3313.0,1988.0,1518.0,1232.0,1225.0,983.0,799.0,738.0,689.0,614.0,592.0,518.0,486.0,461.0,448.0,446.0
5,427.0,431.0,472.0,520.0,550.0,590.0,651.0,727.0,768.0,867.0,981.0,1133.0,1348.0,1561.0,2150.0,2813.0,4418.0,12102.0,0.0,0.0,0.0,0.0,0.0,8916.0,3769.0,3336.0,1959.0,1557.0,1272.0,1153.0,962.0,818.0,756.0,647.0,601.0,615.0,530.0,478.0,446.0,450.0,455.0
6,420.0,438.0,482.0,510.0,539.0,581.0,639.0,699.0,783.0,852.0,1000.0,1081.0,1325.0,1668.0,2201.0,2876.0,4424.0,18486.0,0.0,0.0,0.0,0.0,0.0,9976.0,3897.0,3285.0,2020.0,1560.0,1291.0,1196.0,994.0,825.0,760.0,673.0,623.0,622.0,532.0,483.0,455.0,441.0,457.0
7,433.0,431.0,479.0,505.0,534.0,599.0,632.0,713.0,779.0,842.0,981.0,1151.0,1268.0,1683.0,2091.0,2820.0,4341.0,15421.0,0.0,0.0,0.0,0.0,0.0,8648.0,3855.0,3083.0,2038.0,1531.0,1273.0,1165.0,1006.0,809.0,746.0,652.0,631.0,614.0,521.0,493.0,448.0,458.0,448.0
8,413.0,444.0,470.0,513.0,543.0,573.0,641.0,710.0,766.0,856.0,1011.0,1164.0,1294.0,1664.0,2241.0,2946.0,4238.0,36007.0,0.0,0.0,0.0,0.0,0.0,9254.0,3993.0,3160.0,2007.0,1574.0,1203.0,1185.0,991.0,839.0,774.0,663.0,623.0,577.0,540.0,494.0,452.0,462.0,465.0
9,442.0,424.0,466.0,505.0,534.0,610.0,630.0,695.0,758.0,843.0,963.0,1147.0,1286.0,1597.0,2280.0,2826.0,4208.0,14678.0,0.0,0.0,0.0,0.0,0.0,8855.0,3899.0,3084.0,1893.0,1590.0,1251.0,1168.0,934.0,849.0,782.0,653.0,586.0,600.0,546.0,484.0,461.0,456.0,469.0
10,448.0,452.0,474.0,521.0,551.0,619.0,648.0,689.0,771.0,870.0,1026.0,1100.0,1268.0,1630.0,2280.0,3049.0,4318.0,18811.0,0.0,0.0,0.0,0.0,0.0,9350.0,3871.0,3114.0,1968.0,1555.0,1220.0,1168.0,967.0,838.0,771.0,656.0,610.0,581.0,539.0,503.0,463.0,430.0,463.0
11,441.0,458.0,465.0,498.0,527.0,610.0,620.0,700.0,759.0,832.0,1038.0,1123.0,1260.0,1624.0,2189.0,3105.0,4261.0,12411.0,0.0,0.0,0.0,0.0,0.0,8081.0,3947.0,3079.0,1922.0,1459.0,1247.0,1195.0,939.0,790.0,727.0,671.0,592.0,591.0,506.0,509.0,454.0,447.0,435.0
12,425.0,451.0,480.0,531.0,562.0,587.0,659.0,688.0,784.0,886.0,1025.0,1119.0,1293.0,1600.0,2232.0,3107.0,4462.0,19204.0,0.0,0.0,0.0,0.0,0.0,8932.0,4098.0,3037.0,1969.0,1505.0,1238.0,1201.0,955.0,820.0,756.0,673.0,603.0,582.0,527.0,503.0,472.0,434.0,452.0
13,435.0,435.0,459.0,538.0,570.0,599.0,667.0,711.0,750.0,900.0,985.0,1102.0,1275.0,1576.0,2202.0,2968.0,4235.0,13494.0,0.0,0.0,0.0,0.0,0.0,8456.0,4043.0,3116.0,1958.0,1458.0,1245.0,1180.0,940.0,795.0,734.0,661.0,594.0,586.0,510.0,472.0,477.0,442.0,437.0
14,432.0,444.0,489.0,531.0,563.0,597.0,659.0,680.0,800.0,890.0,1007.0,1093.0,1322.0,1602.0,2168.0,2976.0,4416.0,15886.0,0.0,0.0,0.0,0.0,0.0,9431.0,4122.0,3131.0,1963.0,1475.0,1281.0,1221.0,943.0,810.0,748.0,685.0,597.0,598.0,519.0,493.0,470.0,435.0,445.0
15,426.0,442.0,496.0,512.0,541.0,585.0,634.0,725.0,810.0,855.0,1006.0,1120.0,1266.0,1565.0,2117.0,2929.0,4436.0,11809.0,0.0,0.0,0.0,0.0,0.0,8278.0,4015.0,3085.0,2012.0,1448.0,1288.0,1237.0,964.0,798.0,739.0,693.0,611.0,601.0,511.0,478.0,444.0,438.0,439.0
